"id","name"
3455,"полиэстер 900D/М2, добби, искусственная кожа"
3456,"натуральный камень змеевик/латунь, бронза"
3457,"натуральный камень змеевик/латунь"
3458,"переплетный ламинированный картон"
3459,"латунь, мрамор; покрытие- золото, никель"
3460,"латунь, долерит, фианит; покрытие- золото, никель"
3461,"латунь, стекло, фианит; покрытие- золото, никель"
3462,"латунь/дерево, долерит; покрытие- золото, никель"
3463,"латунь; покрытие- золото, никель"
3464,"стекло, латунь, долерит; покрытие- золото, никель"
3465,"стекло, латунь, фианит; покрытие- золото, никель"
3466,"латунь, малахит"
3467,"корпус- сталь, крепление- силикон"
3468,"металл, натуральная кожа"
3469,"натуральная замша"
3470,"пластик c покрытием софт-тач/металл"
3471,"пластик, металл"
3472,"березовая фанера толщиной 6 мм"
3473,"шлифованная березовая фанера толщиной 3 мм"
3474,"натуральная кожа/дерево/стекло"
3475,"пластик, силикон, алюминий"
3476,"пластик, текстиль"
3477,"PVC"
3478,"керамика, дерево"
3479,"березовая фанера толщина 3 мм"
3480,"алюминиевый сплав повышенной прочности"
3481,"сплав с содержанием олова не менее 95% (пьютер)"
3482,"стекло/ сплав с содержанием олова не менее 95% (пьютер)"
3483,"латекс"
3484,"корпус- алюминий/отделка и детали дизайна- алюминий, хром"
3485,"корпус- пластик/отделка и детали дизайна- металл, хром"
3486,"корпус- алюминий, лак/отделка и детали дизайна-  хром, пластик"
3487,"корпус и колпачок- пластик/отделка и детали дизайна- пластик, металл"
3488,"корпус и колпачок- алюминий, лак/отделка и детали дизайна- сталь, хром, кристалл"
3489,"корпус- латунь, лак/отделка и детали дизайна- сталь, хром"
3490,"корпус- латунь, лак/отделка и детали дизайна- сталь, хром, кристалл"
3491,"корпус- латунь, лак/отделка и детали дизайна- латунь, хром"
3492,"корпус и колпачок- латунь, лак/отделка и детали дизайна- латунь, хром"
3493,"корпус и колпачок- латунь, металл/отделка и детали дизайна- латунь, позолота"
3494,"корпус- латунь, металл/отделка и детали дизайна- латунь, позолота"
3495,"корпус- латунь, металл/отделка и детали дизайна- латунь, хром"
3496,"корпус и колпачок- латунь, металл/отделка и детали дизайна- латунь, хром"
3497,"корпус и колпачок- латунь, хром, лак/отделка и детали дизайна- сталь, хром"
3498,"корпус- латунь, лак/отделка и детали дизайна- сталь, позолота, кристалл"
3499,"корпус- латунь/отделка и детали дизайна- сталь, позолота"
3500,"корпус- латунь, натуральная кожа/колпачок- латунь, хром/отделка и детали дизайна- латунь, хром"
3501,"корпус и колпачок- латунь, лак/отделка и детали дизайна- сталь, позолота"
3502,"корпус и колпачок- латунь, лак/отделка и детали дизайна- сталь, оружейный хром"
3503,"корпус- латунь, лак/отделка и детали дизайна- сталь, оружейный хром"
3504,"корпус и колпачок- латунь, лак/отделка и детали дизайна- латунь, медь"
3505,"корпус- латунь, хром, лак/отделка и детали дизайна- сталь, хром"
3506,"корпус- латунь, лак/отделка и детали дизайна- сталь, пушечная сталь"
3507,"корпус и колпачок- латунь, лак/отделка и детали дизайна- сталь, хром"
3508,"корпус- латунь, лак, металл/отделка и детали дизайна- латунь, хром"
3509,"корпус- латунь, лак, металл/отделка и детали дизайна- латунь, позолота"
3510,"корпус и колпачок- латунь, лак, металл/отделка и детали дизайна- латунь, хром"
3511,"100% хлопок футер"
3512,"лакированный металл/хром/кристаллы Swarovski"
3513,"полиэстер/ алюминий/ кристаллы Swarovski"
3514,"байкаст кожа/ цинковый сплав/ кристаллы Swarovski"
3515,"АБС пластик/ хром/ кристаллы Swarovski"
3516,"АБС пластик/ натуральная кожа/ кристаллы Swarovski"
3517,"бумага/ кристаллы Swarovski"
3518,"65% полиэстер, 35% вискоза/ кристаллы Swarovski"
3519,"АБС пластик/алюминий; 70%хлопок, 30% спандекс/кристаллы Swarovski"
3520,"алюминий/ кристаллы Swarovski"
3521,"нейлон/ кристаллы Swarovski"
3522,"рис/кукуруза/полимеры"
3523,"бамбук/полимеры"
3524,"бамбук/полимеры/силикон"
3525,"полиэфирный войлок"
3526,"600D полиэстер"
3527,"полиэстер, микрофибра"
3528,"полиэстер 600D, рипстоп 5мм"
3529,"600D полиэстер, рипстоп 5 мм"
3530,"хром, лак"
3531,"латунь, покрытие розовое золото, лак"
3532,"серебро"
3533,"ювелирная латунь, хром"
3534,"ювелирная латунь, хром, матовая полировка"
3535,"белая бронза"
3536,"золотистая бронза"
3537,"латунь, лак, позолота"
3538,"латунь, позолота, матовая полировка"
3539,"латунь, отделка темно-серого цвета Gun metal"
3540,"металл/палладиевая отделка/композитный материал черного матового цвета"
3541,"палладий, перфорированная кожа"
3542,"ювелирная латунь, лак, желтое золото"
3543,"ювелирная латунь, лак, палладий"
3544,"нержавеющая сталь, хром"
3545,"нержавеющая сталь, лак, хром"
3546,"позолота, лак"
3547,"лен"
3548,"искусственный лен"
3549,"березовая фанера толщина 3мм"
3550,"МДФ толщина 3мм"
3551,"алюминий, ложемент- пластик"
3552,"полиэстер, пластик"
3553,"эко кашемир"
3554,"нейлон, АБС пластик, металл"
3555,"тритан"
3556,"ПЕ"
3557,"АБС пластик, сталь"
3558,"нержавеющая сталь, алюминий, ПП"
3559,"АБС пластик, ТПР"
3560,"сталь, ПП пластик"
3561,"березовая фанера толщиной 3 мм"
3562,"металл, бумага"
3563,"металл/кожа ПУ"
3564,"металл, кожа ПУ"
3565,"ПУ кожа"
3566,"пробка/ПУ кожа"
3567,"металл/полипропилен"
3568,"мел, бумага"
3569,"дерево, пластик, полиэстер"
3570,"пластик, полиэстер"
3571,"дерево, бумага"
3572,"дерево, картон, пластик"
3573,"воск, бумага"
3574,"хлопковый холст"
3575,"АБС пластик, ткань"
3576,"АБС пластик, красное дерево, дакрон"
3577,"полиэстер, металл, прорезиненный пластик"
3578,"полиэстер, металл, ЭВА"
3579,"карты- ламинированный картон, футляр- пластик"
3580,"АБС пластик, АС пластик"
3581,"пластик, нержавеющая сталь"
3582,"нержавеющая сталь, АБС пластик, ПП пластик"
3583,"бамбук, силикон"
3584,"нержавеющая сталь, пластик"
3585,"нержавеющая сталь, АБС пластик"
3586,"дерево, нержавеющая сталь и АБС пластик"
3587,"нержавеющая сталь, нейлон"
3588,"стекло, бамбук"
3589,"высококачественная нержавеющая сталь, металл"
3590,"полиэстер 1680D, полиэстер 900В"
3591,"110 г/м2 ламинированный нетканый полипропилен, 80 г/м² нетканые ручки и завязки2"
3592,"хлопок 240 г/м2"
3593,"микрофибра, ПВХ"
3594,"RhinoTech ™ прочный, водостойкий, моющийся и устойчивый к пятнам материал, сетка PEVA"
3595,"хлопок 175 г/м2, пробковая панель"
3596,"60% полиэстер, 40% шерсть"
3597,"полиэстер, шерсть"
3598,"нейлон, ПВХ"
3599,"ПВХ, ЭВА"
3600,"жесть"
3601,"ПУ, полиэстер"
3602,"кожа ПУ"
3603,"АБС пластик, силикон"
3604,"алюминиевая фольга"
3605,"60% хлопок, 40% полиэстер"
3606,"56% полиэстер, 37% хлопок, 7% вискоза"
3607,"100% нейлон с акриловым покрытием. Утеплитель - 100% полиэстер"
3608,"63% хлопок, 37% лиоцелл"
3609,"100% полиэстер, микрофлис"
3610,"прорезиненный пластик, эластичная резина"
3611,"100% нейлоновая тканая матовая отделка 380T, водоотталкивающая и пухонепроницаемая ткань. Контрастная ткань: 94% полиэстер, 6% эластан с водоотталкивающей поверхностью"
3612,"100% полиэстер, трикотаж с чесанной обратной поверхностью"
3613,"трикотаж джерси 80% хлопок, 20% полиэстер, спаян с трикотажной тканью 93% полиэстер, 7% эластан"
3614,"корпус- латунь, отделка- нержавеющая сталь, резина, розовое золото"
3615,"березовая фанера толщиной 3мм "
3616,"березовая фанера толщиной 3мм"
3617,"корпус- нержавеющая сталь, крепление- кожа аллигатора"
3618,"кожа с тиснением Saffiano"
3619,"кружка- керамика"
3620,"сплит-кожа/натуральная кожа, нержавеющая сталь"
3621,"искусственная кожа, нержавеющая сталь, дерево"
3622,"бук"
3623,"орех"
3624,"бук, тканевая резинка"
3625,"орех, тканевая резинка"
3626,"клен"
3627,"нержавеющая сталь, драгоценная смола"
3628,"корпус- латунь, покрытая матовым черным лаком, зона захвата-пластик, отделка- хромированная нержавеющая сталь"
3629,"кашемир"
3630,"эпонж, файбер-гласс, металл"
3631,"коробка- картон, кружка- керамика"
3632,"ПВХ/полиэстер/солома"
3633,"полиэстер 65%, хлопок 35%"
3634,"полиэстер с бархатным покрытием"
3635,"нейлон 800D"
3636,"полиэстер 150D"
3637,"нейлон Versatek™"
3638,"нейлон, ручки из кожи, внутренние карманы из микрозамши"
3639,"нейлон 1000D, поликарбонат"
3640,"поликарбонат Bayer"
3641,"латунь с лаковым покрытием, отделка- позолота"
3642,"фанера 3 мм, фк"
3643,"коробка- березовая фанера"
3644,"микроволокно"
3645,"латунь/черный лак с сатиновым эффектом/позолота 23К"
3646,"корпус- латунь/матовый черный лак с сатиновым эффектом"
3647,"пластик с покрытием soft-touch\металл"
3648,"шейкер - PP пластик, шарик- нержавеющая сталь"
3649,"дуб"
3650,"березовая фанера"
